text,label
"Joe G93, the Quebec language laws are fully constitutional.

It wasn't when first introduced, but first the Quebec government used the notwithstanding clause, then they gave in and changed the law. 

As you can imagine, the Quebec anglophone community is not shy about challenging the language laws under the Charter, and have done so many times.",0
Ige and Chin remind me of two punk kids at school who like to disrupt the flow of the classroom by acting dumb and asking unnecessary stupid questions just to give the teacher a hard time.... They are so juvenile.....,1
This old crow is still knocking around down there? Ew!,0
"Reality Rhyner, teachers typically sign contracts agreeing to a drug, alcohol, and tobacco free environment at school. Teachers can get fired for bringing any of those to work or if they come to work impaired. They can also be drug tested if there is a reasonable suspicion that a teacher is on drugs. 

Perhaps all teachers should have to go to the principal's office twice a day and blow into a breathalyzer for you too, Richard. Funny how some cons like to look for ways around that silly ole Constitution. Now if we could just make sure that everyone with a firearm would have to take your drug test too. Yep, that would be ""pathetic"" too.",0
Get over yourself Leitch,0
"What a fantastic and or awesome way to start off the week!! With a great story about humanity at its best. There are coaches/teachers and then there are coaches/teachers that inspire. The students are blessed that have both. Today's story brought a silly smile to my face; as memories of the teachers that had once inspired me came flooding thru. The students surprised the coach; who in turn; surprised other coaches; with their kind, thoughtful and endearing words...for each other. What a life lesson. Great Job Coach!! Amazing job student!!",0
Actually Denver has not had a runner that defenses had to watch before they reacted since Tim Tebow.  Defenses had to wait to see if Tebow was running or passing.,0
"I agree that studded tires should be banned (perhaps with some exceptions) or a large fee rquired.

I also agree that in many road conditions, top-of-the-line rain-and-ice tires, with additional siping are very good. (That's what we've been using on numerous trips across Willamette Pass.)

But studded tires are MUCH more effective at slowing rapidly on glaze ice, and for many other conditions with ice as a factor.

Chains remain the ""gold standard"" for coming downhill on an icy road.

New versions are MUCH easier to put on and off. Check out the ones from Thule.

-- Paul",0
"Drugs in jail? Naw, that just can't be.",0
"Not a lot of experience on this board- but given its history, maybe that's a good thing.  All the best wishes in coming up to speed quickly.",0
Let the moaning begin.... I called this by the way.. ADN is very predictable.,0
There's a big difference between a spat between tow groups in Burma and a global war that is affecting several countries and continents.,0
You already have one!  The Atwood Building!  Jeebus.  Do your job already.,0
"trump needs to consider obama's strategy for dealing with terror: hugs and jobs.
.
loretta lynch, obama attorney general: our most effective response to terror is compassion.
.
marie harf, obama state department: they need jobs.
.
so, stay calm, give terrorists a hug and job. problem solved obama style.",0
"There are literally thousands of cemeteries across Canada that are exclusive to Catholics, Protestants and Jews.  This is ridiculous.  Let them have their own cemetery.  You can't have it both ways.  This is Canada and this ""referendum"" is a pathetic joke.",1
"what a joke - why bother with legal immigration then - just pay the Rcmp to be bell hops, get rid of Canadian passports, continue to grow our debt while encouraging unveiled terrorism by simply crossing over the evil nation state called the US of A.  JT's stupidity knows no bounds.",1
"SJWs are completely unrelated to scientists. It is pure coincidence that many scientists are liberal, but that has more to do with conservatives' ignorance of science and suppression of science (e.g. under Stephen Harper conservative government, nearly one-quarter of publicly funded scientists reported being directly asked to exclude or alter information for nonscientific reasons). Scientists are often on the opposite side of debates than SJWs (e.g. one group of scientists went so far as to troll an SJW journal called Social Text by publishing a parody paper claiming gravity was a ""social context"").",0
"Crackerjack, take a habit of looking at the FB page of l'autre 150e...it's a lot more fun than Mélanie Joly's.
https://www.facebook.com/autre150e/?fref=ts",0
"Skier9 talks to paramedics about cutting first responders to ""half this number"" and ""redeploying the savings into medicare."" And, bust my buttons, ""Talking to paramedics, they ALL seem to agree with me.""

Sure...until half their number get pink slips.  At that moment, run for cover, skier9!",0
Ha!,0
"As they say ""duh""........for less than $36M you can build a modern new house....ANY homeowner is aware that under these circumstances ( the woeful state this hone was allowed to deteriorate into ), it is cheaper to start again.  If this was a private individual......odds are that is what they would do if it was their own $.  $38M without having to pay for land is one heck of a lot of dough....and I have to imagine a new one of same size would be less $ AND it would be new!",0
"In other words, Hobby Lobby was supporting ISIS and other terrorist groups, in Green's eagerness to acquire Iraqi antiquities. How do you think ISIS and terrorists fund their activities? Selling Girl Scout Cookies?",0
Should I toss you some paper towels to clean yourself up?,0
"""This is the country the media has chosen as the leader of free trade ...""
The media chose China as the leader of free trade?  What a pile of nonsense.

BTW, free Julian Assange!  free Edward Snowden!",1
"Well, between this white guy and the Vegas white guy, the death toll (which is considerably less than the overall casualty rate is 85.  That's your 'culture' bro.",0
"So Chloe's racist, sexist and ageist diatribe isn't hatred but my criticism of her is?  Boo Hoo!  You lost.  Go drown your sorrows looser.",1
"I don't know if Russia still observes May Day, but I guarantee you they feel that way every May 9, V-E Day in Russia.",0
"While AG Chin continues to grandstand and waste time and taxpayer resources with nuisance law suits at the POTUS, he has neglected to address public corruption by high powered special interests by not pursuing the PRP case.  Perhaps he is worried he would not get union and construction support in his bid for Lt. Gov.?  We need the Feds involved in this case.  If the special interests control the State Govt. and its leaders then is that not a form of racketeering?",0
It's time the Euros start paying their fair share and stop depending on our generosity!,0
"Wow I am impressed not a single officer lost her cool, faced with such mass stupidity - which is truly sad - and this pathetic shrieking asshole who so desperately needs have his ass kicked.   Eugene Police, I am proud of you!",1
"Meaningless.
 Let's not forget the Nazi and Communist psychiatrists whom diagnosed
people that wanted liberty and human rights, as insane or delusional. 

 One of the most disgusting aspects of intellectual dishonesty is when Anyone 
of 'Any stripe' lets their  ideology blind them to the truth.",0
"Everyone in that crowd who was carrying tiki torches and chanting ""Jew will not replace us!"" and ""blood and soil!"" is a terrorist. Do your research.",1
"The Trudeaus posed for a photo - the young woman on the right took the selfie. Clue: the person who holds the phone/camera, is the one taking the selfie.",0
"Possibly the driver was traumatized and had to come to grips.  Another possibility given his previous DUI, was he needed to sober up since if he was intoxicated suspect there would be a whole lot more charges than 'failure to render aid'...like vehicular manslaughter.  Alternatively the person walking may have falling into the path of this vehicle which we just don't know given lack of information like what the witness saw.  The investigation continues.",0
"""If I want advice or information on international poli-sci issues, I'll ignore you and seek Saunder's counsel.""

Then I think it's a psychiatrist you need to visit.",0
"""1,000 plus points"" is........well, "" bananas!!!!""

Also check out housing prices over the long term. They barely keep up with the government's inflation numbers. The Toronto Real Estate Board publishes that data going way back in time.",0
Aiding and abetting,0
"Gee, I wonder how these people got to the courthouse.",0
"Yeah, the allure of wind-in-the-hair motoring is very hard to ignore unless there’s no wind buffeting to steal the fun. Cos my roadster was so noisy that I had to mount a Windblox windblocker to get it under control. So in most roadster al fresco rides come at a cost unless a good draught-stop is in place.",0
Does anyone else remember that a few years back we were fed the line that global warming was caused by cows farting?  I wonder if these wizards ever took into account how much the massive game herds in Africa contributed to it?  I'll take it with a grain of salt - one the size of the ice berg that the Titanic hit.,0
"Peacekeepers - Doublespeak.

We're selling military equipment to Saudi Arabi who is shelling hospitals and schools in Yemen as we speak.",0
Cause they 'Believe' someone is listening.  lol,0
"Meh, let people eat what they want.  Let natural selection sort them out.",0
"Oh my, is the poster really loathe to do something the poster does on an almost daily basis?  Must be quite a life to constantly do the loathsome.  But why deny what is so very evident?   How does this advance the exchange of idears and discussion of things?  I do wish the threats would cease, as they really are nothing but a form of bullying and harassment.  And one cannot help but wish the poster would consider the appearance presented by constantly making empty threats, obsessively escalating an exchange while simultaneously claiming to be the victim.  Hardly an exemplar of Catholic Christianity.  Or is it?  Is that perhaps the point?  A sublte critique of Catholics who behave in such a way and so cause shame to the Church.  But what of the plight of the piping plover?  This is what we were discussing, isn't it?  If you do not wish to discuss the threats facing this stout little shore bird, why did you even begin the conversation?  sigh",0
"Well taxpayers of Eugene .
What are you going to do about the incompetent elected officials?
I suspect most will turn up the volume on the TV and let the fools get away with this little scam.",1
I encountered someone who rushes to the front to the altar rail and was told because she doesn't want to receive Hosts from the tabernacle if Father didn't consecrate enough at the EF Mass. But some liberals are just as insistent that the Hosts for Communion need to come from the Mass that one participates in. I don't know if she is one of those folks found among sedevacantists who think when Paul VI changed the rite of ordination he left something out that invalidates the passing on of orders. So that is where someone like that is coming from.,0
"Having as many children as Allah (Peace be upon him) allows is paramount in Islam. It augments the size of ummah (community) which is a source of pride and strength,

It is admirable you offer to sponsors girls but you will need to educate them that a large ummah causing poverty and hunger is evil thought.",0
"Now, let's be careful with the uncivil comments.

Lying can be done in different forms. Plagiarism is, for instance, a form of lying.",0
"Night Owl, Trump would not agree with your claim that ""voter turnout for presidential elections is lower now"". He claimed that 5 million more people voted last November than should have.
BTW: I agree with Trump about those Voter Fraud statistics and his repeated claim, even before election day, that the election was rigged. There was no way he could have won a fair and free election. He knew he had to organize a rigged election and orchestrate Voter Fraud in order to win. And of course, that's why he's insisting there should be no investigation into allegations of meddling with the last election.

Best,

RTD",0
"This guy takes the cake as the most arrogantPM we have ever had, even surpassing his father. I don't know how anyone can believe that he is not taking cash for access. We are supposed to believe it because he says so???
Interesting analysis in the NP of how much the Trudeau Foundation donations have increased since he became leader and even more so since he has become PM. Liberals - thy name is corruption!",0
"yes the ignorant and bigotted left have lied and run into power, thank god as the tide is turning the fair minded sensible right wing is about to spank down notely and wynne then justin soon enough",1
Khadr was 15 years old when he has captured. Child soldier - case closed. There is your proof.,0
"It's getting more and more like industry-run government. No checks and balances. This is what Aldous Huxley wrote about. How does it feel Trump-Serfs? You have brought ruin to our planet with your selfish, low-brow whinings! You have no clue about the natural world. Clueless Cornflakes is a good label for your kind.",0
"I was going tell some amazing stories about Pflueger— some firsthand and some through my father, but realize I cannot. He was mean and ruthless like a big tough Wild West ranch owner stereotype. If he threatened you—and would do that— he and some guys he knew would carry the threat out. He was a friendly guy and ok if you were on his side. But he always wanted his .way and if you could not or would not give it to him, he found a way around you and you were history. His son is a great guy. Best I can say is that he had people who cared about him and saw a good side to him. He and Donald Trump would have liked each other. He would have dwarfed Trump. Trump, the Russians, and Jimmy Pflueger.",0
"The guy is more radical than Putin regarding nationalism actually, he has to be more hard lined if he can get the touch of power. But the point is not that west support him for this, the west simply try to incite a Russian in-fight, just like German shipped Lenin back to Russia not because German supported Bolshevik.
But this policy is rather short sighted and dangerous. It only makes Russian more radical regardless in-fight or not.",0
Better re-check your facts...,0
"Reports suggest that to obtain support from the Greens in a coalition either of the two other parties must agree to two specific demands from the Greens........proportional representation and radical reform  of election financing banning all corporate and union contributions. 

It seems more likely to me that NDP might agree to these two demands but I just can't see Liberals agreeing to proportional representation. With  the Liberals fast becoming a rural rump proportional representation would forever cast the Liberals in a minority party position. Conversely, NDP might not be so willing to agree to proportional representation either. Demographic trends and the ever increasing urbanization of BC paint a very rosy future for the NDP with the current first-past-the-post system.

All speculation is moot until judicial recounts are completed, absentee ballots are counted, and any court challenges are dealt with.

Interesting times ahead for my fellow Canadians living in BC.",0
"pretty much - look at the wars the USA has gotten itself into  just in the last 20 years 

only the military is capable of making such a mess of things",0
Don't worry. Obama will be back in Chicago soon stirring up more racial strife....!! Ha !,0
Great thought.,0
Mr.Mueller if you're indicted in the Uranium 1 scandal how long do you estimate your trial to last?,0
"2nd lowest runs scored in the AL.  Which is not good for a team that wins by scoring enough runs to cover up for their other deficiencies. 

As you pointed out a few weeks back, not only are they not scoring as they were over the past 2 seasons, they are also giving up more runs.  Scoring fewer runs and giving up more, that's not usually a good combination.",0
"So Ed, open your heart-ear to ""Whoville"" and little hearts will grow....",0
Obviously because it's yet another example of conservatives attempting to assign malicious intent to innocent actions by liberals where none exists.,0
Don't mock me...I attended Trump University and received an A+ in my course; Deflection and Alternative Facts 101. That's the new politics now...,0
Why not move to Ottawa where homes are a fraction of the cost? What keeps people in Toronto? I don't get it.,0
Asbestos is toxic and deadly...so we are going to wait until 2018 to ban it so companies can still sell their remaining inventory of asbestos laden products...typical Canadian government all for the corps and not the people.,0
"There was a recent scandal in the wine market. An enterprising fraudster poured $100/bottle wine into $1000/bottle bottles. The One Percenters buying up this wildly expensive stuff surely couldn't tell the difference between a great wine and a rarefied one. Indeed, the One Percenters were often too drunk to tell the difference between a great wine and plonk.

Consider Duchamp's urinal Fountain. It has been reproduced by artisans because the original, bought by Duchamp in a plumbing store, was lost soon after it was photographed by Alfred Stieglitz. Of course, the urinal was a practical joke, an attack on censorship. And the elevation of it to a rare commodity is itself a comment of the perversity of art collecting.

New art is corrupted by marketing theories. Damien Hirst's diamond encrusted skull is of course worth a lot of money: It's encrusted by diamonds. But what's its added value? Hirst lost much of his reputation by overproduction. Scarcity is a sacred factor in marketing.",0
Maybe your niece needs to take a job and work her way up like plenty of others have.,0
They are at home in our mountains as well and they intend to impose their views and beliefs on us. Times are changing.,0
"That's incorrect. The stimulus act was Obama's. To the extent we had the longest and slowest recovery since the Republican Great Depression, that only stands to reason since the Bush Great Recession was also the longest and deepest economic collapse SINCE the Great Depression. But more importantly, it was the obstruction of Republicans that caused the recovery to be as long and as slow as it was. Even so, Obama managed to dig the country out of the Republican ditch.",0
"Mining landfills is not economical.  If it were, it would be done.",0
"How noble of D junior to  release those emails in the name of transparency, shortly after being notified by the ""failing"" NYT that they would be releasing those same emails.",0
"Sorry, but my grandmother, mother or sister never would be homeless, for any or all would be living with me or my siblings. There never would have been a need. It's what families do. Perhaps it's time to advocate for that. Loudly. Publicly. Finally.

Until then, your holier-than-thou posture, cute as it may be to strike in secular Eugene, isn't the least bit persuasive. Don't be so quick to play the shameless relative card next time unless you're prepared to swallow it.",0
"What top-secret information? Out of 30,000+ emails. Be specific!",0
"H.ramsey ‘You can't expect any organization to pick someone like this up. ’ 

exactly my point.  So why is America focused on beings which are of a certain off white shade of colour?  Because you were conditioned to believe since 9/11 that they are more predisposed to commit these atrocities than American whites?",0
So I guess the Kaneohe Bay sandbar was off limits this year?  Cuz that's where this always used to happen.,0
And what do you think that we should do with the Yazidis who are being rape and murdered?,1
Thank you people of the cloth for taking the time to write this very important commentary. Your voices have been heard.,0
"Kupuna or parents, its all the same. Just have respect for people behind. No stand up when get people behind you. Simple. I may watch the video once or twice, but my thoughts is to archive it for my kids when they grow up and have kids to reminisce the old days. I cherish the black and white videos my parents took of us kids...and I love to see the faces of my young ones when they see daddy from kid days.",0
Congratulations to these young adults.  We may have to do a lot more of this to get our climate change denying government to act morally.,0
"If only the media and the liberals where as outraged by the left and influence during the Clinton and Obama years.

Obama to Putin on a hot mic, I'll have a lot more latitude when I win the election. What was Putin trying to directly influence.

No matter what, nothing will change the outcome. Russia did not in any way adjust the vote totals. The liberals holding out hope that somehow there will be an excuse other than failure for Hillary just will not happen!",0
"Mo,

You just described (very well, I should add) in a nutshell one of the primal  reasons for Trump's victory.",0
"I'll bet 90% are just trying to get by! This is a different economy than I grew up in. Back then you could have your choice of blue collar jobs(skilled trade), work overtime and really make a go of it. My house in 1981 cost me 1.5 years gross wages(15%mortgage held by previous owner),my wife stayed home with the kids and I had a union and a company pension.
Conditions were much better than today. 
Why so big on punished? Did they commit a crime that deserves punishment? No they have to grow into a new economy and learn the ropes and educate themselves to changing conditions that they did not see when they were growing up.
 My kids are doing great but I feel sorry for those that are looking for a house just a few years later and can't save enough for a down payment as prices are growing faster than our next generation can possibly save.
I don't think we should be so smug and high and mighty. Try walking a mile in somebody's shoes that wants to start a family and needs a home today.",0
"Ingenious. And while we're on the topic of 2D tyranny, why limit the constraints on intersectionality there?!?! 
What of the tyranny of static identification? For that we should accept range to be valid metrics, i.e., ""Wo41-62Man59-38[x]."" 
In place of 'x' will be a value in Hz; alerting others of the frequency with which you switch genders, thus, how likely you are to flip within a given time frame of interaction. 
FLUIDITY. IS. REAL. 
Also, I'm sickened by society's imposition wherein, my body is relegated to a single species/material. I believe you're right to have suggested the quality of ""other."" 
However, may I suggest that this really be a placeholder to list the species/material to which one may be 'kin' to? 
Example for a Hippo/Cloud-Kin individual: 
""Wo41-62Man59-38[10Hz]Hippo5-11Nimbus85-79[0.005Hz]Sapiens/Other10; 
Species=100, the ""Other"" is being kept in case of identities we feeeel are present, despite not (yet) having the linguistic tools to specify.",0
No one on the left is outraged that Trump turned his back on coal. We find it amusing because it was so predictable.,0
Good catch - thanks for the correction!,0
"Shame on BCE, still selling 5 Mbps internet to Canadians all over the country, including parts of Toronto. Shame!!! I refuse to deal with this dinosaur.",1
"It was Edward G Robinson, not Edwin😄",0
"""Why do they take a ladder truck to medical calls?""

The EMT has two or three people trained to take care of the actual medical issue(s).  

Who puts the person on the backboard?  The one who weighs 253 pounds. 

Who do you think carries the injured/sick  person to the ambulance? 
 
Who do you think controls traffic at the accident/shooting/medical site?
Who do you think cuts the victims out of the cars?

How does a driver maintain the skills to drive a multi-ton vehicle in a town or anywhere else?  

""Shouldn't the funds match the percentage of types of calls?""

How much does a fire truck and all its equipment cost compared to the ambulance?
Every fire fighter needs the breathing apparatus and turnouts to fight a fire.  
You can't fight a mill fire with the two or three people in the five ambulances mentioned in the article. 
All those people have to be trained.  That takes money.",0
"Of course it does... would you rather pay the price no rail  and urban sprawl all around the island?

TOD is the only way to go.",0
"Thank you President Donald Trump.
Keep up the good work.",0
"Hence, new nuclear power is not necessary nor advisable !!",0
"The mother has never let this monster come near her child! The child has physically marks and has nightmares over what has happened. The kids  In question are her own children. She was court order not to have contact with them unsupervised, yet those who have her children let it happen.",0
"Prior to becoming a parliamentary republic in 1918, Latvia as an independent country has not really existed since the 13th century, despite maintaining it's cultural and linguistic distinctiveness. In the 13th century it was conquered by the Germans, in the 16th-18th centuries it was under Polish rule, and from the 18th century it was part of the Russian Empire. It did have a brief 20 year period of independence from 1918 to 1940 before being forcibly incorporated into the USSR, invaded and occupied by the Nazi's in 1941, and then reoccupied by the Soviet Union in 1944. It has only truly existed as an independent nation since 1991 with the break up of the Soviet Union.",0
"907:  Works for me.  Unlike his predecessor I hope he makes it happen.  Better healthcare for all Americans is a good thing, right?",0
My mind of dubium!!☺☺☺,0
"""I could stand in the middle of 5th Avenue and shoot somebody and I wouldn't lose voters""...That's why...#MAGA",1
"Al Lah = The God = one face of the Abrahamite ""trimurti"" 

Jesus = Isa  = a prophet recognized by Islam",0
"I don't know Rik if a three seat park bench is 5,000 bucks  we are probably looking at 25-30 thousand bucks for a composting toilet. All those expensive moving parts.",0
I can see the NDP wanting the subsidy back.  They are hurting in the fund-raising department with their fundraising being in the dumps since the 2015 election.  Their fundraising this year is the worst than at any time in the four years prior to the October 2015 election.,0
"This tragedy of bears + trash has gone on too long -- the Anchorage Assembly should immediately require all trash cans in the muni to be bear resistant, such as several towns now in Colorado.",0
"If author believes inflation is this low he hasn't shopped for an apartment in Mississauga.  A shared accommodation and bus fare to work here requires $20 an hour, so many positions just go unfilled.",0
"So ... in other words, any destroyed neighborhood we find, we should just let the poor dwell in the rubble?  How does that help them?  o_O

According to her Wikipedia bio, Naomi K. is a college dropout.  How does she qualify as a city planner or economist or social visionary?  Please explain.",0
Are you ever going to quit obsessing over Clinton and the various piddly-arse infractions she is supposed to have comitted? I suppose the clown show in the WH is just too painful to contemplate.,1
He reached right down to the bottom of the chum bucket.,0
"It's an inspiring can-do attitude.  Something valuable has been lost, but there is much to gain.  And, who knows, the author's grandchildren may decide to pick up some Hakka someday in order to better understand their origins.",0
"long ago, I realized the story about Jesus and the woman with the issue of blood was about this.  I think it goes especially about what the priestly ministry is about...the power of Jesus flows through the priest as it did through his cloak, bringing healing through the sacraments.   the same goes for all of us when we receive the sacraments, Jesus' power goes through us to bring healing to one another and the world.   the power is not ours, but his.  that is why clericalism has no place, the clergy are merely the conduits of grace and the same for all of us as well.   that is why those who worry so much about the purity of those who receive sacraments, about the freedom of all men and women to receive them is so misplaced.  the clergy do not own them, the laity does not own them, even the church does not own them, they are all nothing but conduits.   it is the water company that says who may receive water, not the pipes that deliver it.",0
Maybe I'll go up there and sell those farmers some land mines to place around the weed field.,0
"there are many generations of immigrants who have yet to assimilate into western society and values. i think it's safe to say it'll never happen. plus, the boost to the economy that immigration was promised to bring ended up being a drain on social programs and a burden on society.",0
"People with water systems should be drinking their water because they are fortunate. It is not only indigenous peoples that might have unsafe drinking water, anyone with their own well is susceptible.
I have a u.v. light on my system to make it safe in a town of 200 people in southern Ontario.
The same application could be used on reserves . The only problem is it needs to be maintained once a year,but could save taxpayers many millions of dollars.",0
"Deep State talking points circulated to all the columnists this week actually said ""tell your readers not to fear us"". Nice to see Doug complied. Of course the thing Doug tells you not to fear has overthrown how many foreign governments now, Doug? 

Next week: time to bang the anti-Putin drum again. That one generally runs on a 5-6 week cycle.",0
"""Sterling fails to give us solutions to the already overburdened transportation infrastructure from the west side much less for the thousands of homes which will be built their in the coming decades to meet out housing needs.""

These solutions and approaches have been written about over and over again.  Then people like you and Waldorf like to say, ""Options? What options?  How could anything possibly be better than a 10 Billion dollar ""L"" train from a developer's new development to the luxury tourist mall that avoids all the place it was promised to serve?""  Heck, even Parsons_Brinckeroff said that bus rapid transit would make much more economic sense than this train mess.",0
"If you repeat yourself it does not make you correct. I am sure that policy is not to ignore the Constitution and arrest someone that had not broken a law. The officer was wildly negligent, I am not sure why you would defend that.",0
"""animals"", not ""pigs"". sorry, couldn't resist.",0
"It's indeed a very slippery slope to target agriculture with further regulations, this will impact every farmer in Hawaii. Farmers have been targeted for years by outside interests meanwhile there was ZERO harm found on Kauai or by any other study conducted in Hawaii. The only incidents in Hawaii around schools involve homeowners. 

The studies done in 5 California communities who reside in prime, intensive agriculture production areas show no detectable levels from agriculture. The only detected pesticide drift came from nearby homeowners! So again their unfairly targeting Hawaii farmers who are not to blame.",0
"Gee whiz, who are the ""THEY"" and where were THEY when Obama was president?  What, THEY weren't worried about Obama's character in apologizing world wide during his Apologia Tours?  Obama returning to the Iranian Mullahs billions of dollars in cash last year? Obama talking down America as not be exceptional?  Obama screwing up north Africa for ISIS?  C'mon, what kind of nonsense is this coming from Bernstein?  C'mon!!!  Who are the THEY?  Oh yeah, THEY are an anonymous source!!!!  What a joke!!!!  MAGA!!!!",0
"Thanks Frank for the touching remembrance of Jim.  He always had an intelligent perspective on goings-on in the community and around the world, and was ready to take on any cause he felt needed attention. He was honest and persistent, with a critical eye for justice.  He will be remembered dearly for his infectious love of life, support of friends, and those who reached out a hand in need.",0
Move the capital to Anchorage and be done with it!!!,0
"And ""disabled people'' get 100% NO DISCOUNT from Amazon Prime obtw.  Go look. Full pay.  They get nothing.",0
"My comments are vitriolic?  It's a shame you are incapable of addressing my remarks with anything of substance.  I do see you have a firm grasp on the leftist buzzwords ""vitriolic"".  Everything is ""vitriolic"" to issues the left disagrees with.",0
"Of course you refuse to publicly condemn the people who verbally abused and threatened Notley and Jansen., formerlyrbfromcalgary.  There was no suspense about it.

I also note that your ""suspicion"" about my beliefs isn't rooted in anything I've actually,  you know, written.",0
Never mind singling out physicians.  A tax system that taxes one's hard-earned dollars that much at the higher earner level is not fair...period. I have crossed that magic line a couple of times in my life and believe me that it doesn't seem right for the government to be getting more money from that cheque than I did. How would you explain to a child in school that is gifted and perfectly capable of bringing home straight A's that he/she will only get B's or C's because they need to balance the classroom for some of the no so gifted kids.  The tax system is archaic and unbalanced...and unfair.,0
"The Heller case was not just about banning guns.  SCOTUS also banned safe storage laws stating that it was necessary for self-defense to have a gun loaded and handy to pop off a shot at a moment's notice.  No wussy trigger locks for real 'Muricans eh?

See District of Columbia v. Heller, 554 U.S. 570 (2008)",0
"Most of what you post opposes the Church along the same lines as Luther did, thus your response is ignorant as usual.",0
"It’s very perplexing that the water issue in the Western Cape is being turned into a big issue, when it’s really not a big deal. This is not a third world country, and I’m sure they have a treasury, there’s tax payers money, and there are Banks and International bodies ready to lend money, if they claim there’s no/not enough money in the Government coffers.
The City, Government, or whoever is in charge of the Western Cape should pay to have Sea water purified for the general good of the inhabitants, because a lack of water could, and will escalate into a general epidemic. 
We, the general public shouldn’t even be constantly told about the water levels, when we flipin pay TAX, and when SOUTH AFRICA IS NOT A THIRD WORLD COUNTRY.
ALL THIS NONSENSE OVER WATER RESTRICTIONS SHOULD STOP, FOR CRYING OUT LOUD!!!!",0
"I'll never forget this item from 2005.  That's because I opened my door to those 2 (attractive, young, friendly) women a month prior to their arrest.   I had just moved to Eugene and it was a huge wake-up call.      
 https://www.thefreelibrary.com/Two+Springfield+women+jailed+as+assault+suspects.-a0127822375",0
Alt-racist.,1
"When were these religious groups incensed by separation of powers? Yesterday? Last year? 1648? Good grief! What makes you think that the church should NOT run society? It worked fine up to the 16th century. Besides, today's judges, especially in the U.S. are not much different from the medieval clergy in their arrogance and corruption.",1
"Why doesn't someone ask professional associations - the organizations that actually track this stuff?  According to APEGA, new graduate woman engineers in Alberta make 101% of their male counterparts.",0
"Then what? He at very least has a plan forward, what is yours? What do you propose to close the budget gap that can literally stop the government and bankrupt the state?  To stimulate the overall economy of the state?

I am a full supporter of step 1 being impeach Walker IF there is a logical step 2, step 3, step 4... Interestingly enough, so is he!! 

So then, please, PLEASE enlighten us with your fiscally responsible budget plan, and please include your long term, sustainable plan to build/expand the state tax base so we can sustainably prosper as a people of the state of Alaska.",0
"Re Russian invasion,.. Funny that in official records that Kiev submitted to the International Court, not once there is mentioning of Russia/Russians/Russian forces being on the territory of Ukraine: http://www.fort-russ.com/2017/03/kiev-admits-no-russian-invasion-but.html
BTW, they already were denied to define Donbas rebels as ""terrorists""...",0
"Nah, not loathsome. Just young, inexperienced, ridiculously over privileged and sure she knows god's will.  The kind of person who gets others killed but means super duper well.",0
"Lesia, ""The"" fierce sjw! :)

Btw, skipping the obvious ""not invaded"" argument (been there, done that), where did you hear that explanation you provided? You know, that Russia did what it did because ""they own them anyway?""",0
"She just hates those kids, period. Using religion to justify acts of violence...trying to cover up her hate as religion...",0
"Dennis, Neko, et al.

My initial post was directly to John the author of the article, in response to his apparent question as to why people voted the way they did.  That's all it was, and all it was intended to be.

This will be the last post on this topic from me, and quite possible, my last at NCR.  I understand that democrats are upset that they lost.  I would suggest that roughly half the population will be upset in any election cycle, by the nature of elections, as there will be a winner and a loser. What bothers me, is the vitriol that I'm seeing this time around (from both sides).  

So I wish you all well, especially in your spiritual journeys.  I hope folks here can find ways to honestly reconcile the kinds of attacks I've seen and continue to see here, with those spiritual journeys.  

As for me, I'll continue to look for a place where people can talk, can agree to disagree, and can seek to find respectful ways to reach common ground.  

Adieu.",0
I am shocked to see that the man who was too racist to be a federal judge is defending his racist boss.,0
"There is often more hope and light among the ""faithful"" than the clergy, and sometimes even those writing about the clergy. Good comment.",0
"at 50 dollars they make money.
TC put in their application when oil was at 46 dollars.
anything else",0
"From the article last year (2016) there were 2810 flips, only 100 failed whatever smell test CRA auditors decided to apply, with only 15 audits completed so far, and of those only 5 totalling 70k in reassessments for unpaid tax.  So 5 people under-reported 14k in tax.  The typical CRA auditor (at least those with actual qualifications-I’ll leave aside the issue of the ridiculous number of high-school graduates that work as CRA auditors) earns 70-100k per year in taxpayer money on their salaries (and pension and benefits).  No one else see a problem with this? (Hint: Overpaid, under qualified bazooka applied to a minuscule problem).  They should go back to shaking down waitresses and hairdressers for under-reporting tips - the true calling of the CRA auditor.",0
"A Federal court ruled, during the Obama administration, that the payments Obama was making to the insurance companies to help pay for the insurance companies' requirement to subsidize co-pays and deductibles for some Obamacare insured were illegal as Congress had not appropriated the money to pay for it.  The judge said the payments could continue, however, at the administration's discretion while they appealed the ruling.  They never appealed the ruling, they just continued the illegal payments to the insurance companies.
So Trump decides to respect the judge's ruling, just like he did on his immigration plan, and discontinues the payments - to the insurance companies.  Yes, the ball is now in Congress' court, as it should be when it comes to appropriating money.",0
I guess you never noticed the violent crime rate over there. The US is not Canada.,0
"Yes, it certainly is not normal, as you suggest, for a mainstream store to sell guns.

I remember a trip to Reno, and seeing abnormal things in mainstream businesses there too.   For example:  I went into a Safeway, only to find a row of slot machines at the front of the store.  Likewise I went to a local laundromat, only to find a row of slot machines there too!!

Seeing guns inside stores is no different than seeing slot machines.   They are both perversions, brought about by greed.",0
Were there obvious signs of deferred maintenance?,0
"I worry about me, I am willing  to pay for the services i enjoy in my state. I do not want a free ride because others don't pay, that is absurd. If the guy next to me in a restaurant walks out without paying should I? He didn't pay so I won't? Integrity?",0
